X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
23.08877,84.41092,55.05207,122.52201,10.293515,104.95778,12.565124,31.26397,49.600426,998.46173,628.9753,300.45163
28.222689,103.21948,67.21679,149.9974,12.629478,128.28654,15.296774,38.237015,60.67099,1219.9691,768.09973,366.5074
28.156773,103.15514,67.30061,149.49991,12.544299,128.20776,15.377183,38.178093,60.608883,1220.291,769.09155,367.76416
26.498327,96.99572,63.322533,140.48921,11.780939,120.55357,14.5016165,35.896637,56.93561,1147.8068,723.5406,346.08542
29.83306,109.315094,71.31522,158.38463,13.267626,135.84024,16.293814,40.426384,64.22824,1292.933,814.8905,389.71997
25.251686,92.421814,60.313942,133.9718,11.2184305,114.89771,13.782781,34.192734,54.2971,1093.3724,689.04376,329.4557
27.93949,102.3247,66.78942,148.21368,12.40926,127.17595,15.288151,37.84701,60.085957,1210.697,763.131,365.0197
24.15166,88.19891,57.54559,127.97823,10.758702,109.63937,13.1696205,32.675102,51.75412,1043.5958,657.45105,314.07535
24.367311,89.15253,58.183956,129.25941,10.833451,110.814766,13.30242,33.00139,52.36942,1054.8469,664.7695,317.85483
22.45,81.93999,53.381012,119.191925,10.062887,101.90345,12.159669,30.397818,48.15314,969.0313,609.99304,290.89893
24.92273,91.21924,59.508244,132.28735,11.077216,113.3559,13.576074,33.74628,53.613396,1078.709,679.7276,324.9898
28.50777,104.41524,68.146126,151.2365,12.664379,129.7482,15.589653,38.61714,61.315845,1235.2239,778.6053,372.44342
25.189478,92.15135,60.14631,133.56946,11.187719,114.55127,13.758816,34.09817,54.116657,1090.3165,687.13385,328.55542
26.918758,98.63815,64.35647,142.9833,11.979024,122.59764,14.685523,36.49514,57.979336,1166.6774,735.2617,351.60135
23.386751,85.57116,55.811146,124.19856,10.402029,106.36799,12.710575,31.669788,50.33082,1011.908,637.5126,304.69257
34.49,126.529655,82.60108,183.00548,15.329403,157.20604,18.949951,46.783146,74.24263,1497.318,944.17267,451.8976
23.821772,87.08256,56.762882,126.44723,10.621669,108.26268,12.940695,32.24929,51.169647,1029.6515,648.49164,309.64618
26.62535,97.288666,63.40177,141.32965,11.911663,120.961334,14.470846,36.051754,57.143497,1150.5393,724.491,345.76474
31.430328,115.20837,75.151855,166.94666,13.986173,143.16681,17.165398,42.607143,67.70945,1362.7126,858.83997,410.72357
26.085167,95.4512,62.29337,138.38927,11.627777,118.62963,14.248679,35.352596,56.04357,1129.4564,711.78906,340.3047
21.10151,77.01875,50.204723,111.95534,9.417528,95.79681,11.452315,28.554775,45.24349,911.00024,573.58545,273.6727
23.710457,86.76044,56.605,125.886024,10.534783,107.83714,12.900771,32.10706,51.024246,1026.1517,646.5633,309.10788
34.63448,126.99753,82.90985,183.72594,15.38402,157.77278,19.026278,46.952465,74.50527,1502.8307,947.56146,453.4917
26.519335,97.067825,63.362183,140.6161,11.796384,120.6398,14.51787,35.928547,56.97563,1148.7477,724.1056,346.32773
19.15075,69.84335,45.543037,101.60771,8.552563,86.87914,10.366444,25.917908,41.059578,826.2454,520.195,248.19963
21.769125,79.44877,51.71318,115.74748,9.787911,98.787346,11.73167,29.502855,46.73143,939.0999,590.8906,281.5604
27.594591,101.08349,65.976906,146.42316,12.2593355,125.6119,15.092372,37.391747,59.365738,1195.8932,753.8229,360.60617
26.900534,98.52135,64.30536,142.74654,11.946709,122.454155,14.699039,36.445206,57.878063,1165.6365,734.711,351.42258
23.34704,85.401794,55.707455,123.94568,10.380675,106.15075,12.6977415,31.612192,50.210236,1010.02167,636.3262,304.1226
