X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
-1.1490996,270.20892,133.70424,568.2864,58.606613,416.6183,36.155468,87.76498,128.09212,3258.4504,1742.8157,715.3224
77.013626,260.76096,165.70436,450.2282,30.473112,240.74458,23.436953,43.108517,82.83327,2125.592,1280.535,510.06586
69.758865,263.0316,151.52722,465.45068,32.53173,256.5321,29.002428,48.357918,92.71779,2167.496,1197.8087,400.39877
-16.46453,231.46082,136.55289,477.95303,49.837498,380.29227,17.367493,65.96748,98.03747,3143.391,1972.8011,1126.2795
-18.575075,210.42578,116.37768,445.5706,45.849926,354.86908,19.259045,63.58899,95.620316,2856.9639,1719.8763,925.5509
-26.616135,193.68454,109.65775,415.67484,46.365932,347.62686,16.91721,62.545086,90.446304,2815.0085,1729.1447,970.49713
2.47509,213.64078,134.10588,420.54892,41.706593,314.60608,12.11249,51.441708,79.17203,2687.7012,1749.2372,1018.35034
215.2148,473.0371,361.32816,726.98267,40.61835,283.60245,22.35651,49.129547,102.271675,3058.0513,2172.4304,880.04443
97.12884,302.72702,221.08081,506.70276,35.23493,268.02817,14.523949,43.715565,81.53127,2549.4727,1756.2592,877.616
138.78802,303.8798,230.5357,467.96362,25.67575,181.32127,15.328674,32.070866,66.25165,1948.5428,1371.2402,540.47906
130.90251,307.02094,221.74272,486.51263,26.955389,201.9775,19.960464,36.384254,74.67208,2037.1249,1351.9106,499.61237
32.654354,275.01813,179.87584,513.4779,46.2001,350.43182,17.18911,58.571922,95.17794,3062.6184,2007.0706,1112.4572
118.93695,313.96765,192.85,526.72925,28.511776,246.70747,29.797783,49.695477,99.284424,2200.5542,1218.53,299.36966
134.73175,302.99866,211.93344,478.38007,24.20477,191.60031,22.072021,38.130657,76.35675,1924.6378,1223.147,375.79706
66.56515,323.54608,168.47186,600.7396,49.334915,360.18884,41.8596,76.14431,129.52838,2933.9187,1511.9564,458.64236
48.455727,268.85834,146.36794,497.91342,39.16199,307.9975,32.353962,57.71953,104.92303,2537.1536,1408.301,553.7342
29.415083,229.08994,149.36003,426.2283,37.90253,288.15564,14.899168,48.367325,79.47868,2516.6257,1641.9143,899.3533
-61.038662,270.34943,161.0013,586.6015,73.26525,539.19305,17.01903,99.00035,139.85335,4432.4736,2814.672,1665.656
126.57318,295.32352,204.81255,470.43094,24.36322,194.50705,22.482864,38.265804,76.46602,1915.8387,1206.4388,378.9805
61.63137,286.3323,170.58813,517.4382,39.40054,310.40433,29.219467,56.394287,102.67288,2642.6995,1559.595,671.31226
-53.526184,261.0792,140.3327,595.63043,65.90611,519.6174,29.258854,102.1238,144.94913,4098.237,2392.1123,1219.2589
39.64622,312.47955,159.29953,605.4931,54.158497,396.0781,42.09913,81.75166,132.98935,3172.5151,1676.5187,613.37427
-14.165121,235.25432,134.30031,488.9349,48.676105,382.86395,20.145699,67.18124,102.13744,3125.515,1914.3174,1049.7433
9.101012,252.643,148.24681,497.49323,44.990704,364.14984,21.608667,61.89515,100.68611,3033.0125,1875.5962,1009.3846
10.367787,247.57777,141.01509,488.651,43.571796,354.89856,23.523952,61.469837,101.596565,2926.8337,1769.8673,917.1877
-0.9771111,249.44276,123.40772,525.43134,56.41868,385.61447,34.704388,83.70836,119.33635,3014.5723,1596.483,625.0153
32.98698,234.54128,122.08834,446.11618,37.673096,288.16534,30.027182,55.674454,96.07935,2334.6025,1269.2571,499.71027
81.76195,293.43524,171.75037,515.0517,35.20149,278.5408,31.313847,52.28748,101.04586,2371.201,1320.5286,439.42426
-16.614483,239.18259,120.636505,514.41473,53.714222,399.76776,28.833914,78.69335,116.51242,3130.2769,1749.7507,818.7502
42.362595,266.67142,200.65794,480.32053,47.065083,312.1526,1.6948496,47.41383,72.82538,2940.0208,2128.8062,1299.3536
7.8320093,253.51869,128.73114,518.4319,48.641853,371.35327,32.269096,73.37106,114.91706,2938.7927,1613.8188,703.1117
-66.8182,263.26074,148.89886,614.34064,76.07767,561.89355,33.490402,118.518974,163.4489,4464.771,2614.4443,1241.0266
101.29519,279.71432,205.33505,457.89337,29.077993,223.90103,14.07772,36.407154,71.74211,2166.214,1485.2931,695.1833
92.2516,325.47217,190.25105,569.986,38.554592,306.28345,34.621483,57.90307,112.07811,2607.529,1445.7921,469.8136
