X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
173.0,324.0,123.0,539.0,27.0,251.0,63.1,67.2,89.3,2390.0,1370.0,622.0
113.0,364.0,125.0,643.0,25.1,248.0,56.3,73.8,69.4,2410.0,1340.0,591.0
90.4,279.0,119.0,568.0,22.3,224.0,49.7,75.0,68.2,2360.0,1220.0,553.0
103.0,261.0,83.2,514.0,20.5,211.0,48.7,77.4,59.4,2350.0,1210.0,556.0
158.0,309.0,102.0,529.0,45.0,233.0,75.8,90.7,70.5,2370.0,1270.0,651.0
103.0,302.0,125.0,599.0,39.9,253.0,64.1,92.0,61.6,2440.0,1320.0,635.0
79.6,257.0,125.0,534.0,32.9,231.0,46.0,81.0,57.4,2350.0,1190.0,613.0
66.4,216.0,121.0,479.0,27.0,226.0,40.7,67.2,53.3,2290.0,1180.0,644.0
60.1,187.0,125.0,429.0,17.8,199.0,31.1,55.2,50.5,2170.0,1180.0,642.0
61.0,179.0,119.0,396.0,15.3,180.0,31.1,48.0,46.9,2040.0,1170.0,692.0
59.3,168.0,117.0,379.0,15.3,180.0,31.9,44.0,46.9,2100.0,1320.0,830.0
55.9,162.0,121.0,366.0,15.3,202.0,29.7,41.0,46.0,2260.0,1510.0,966.0
54.3,159.0,119.0,354.0,15.3,199.0,29.0,38.0,46.0,2370.0,1650.0,1060.0
64.5,159.0,121.0,352.0,14.5,206.0,29.0,36.0,52.4,2460.0,1740.0,1060.0
50.3,153.0,121.0,342.0,13.7,209.0,29.7,34.0,41.7,2370.0,1640.0,975.0
45.3,138.0,121.0,335.0,15.3,192.0,25.6,31.1,40.1,2190.0,1460.0,679.0
47.4,150.0,123.0,318.0,16.9,184.0,21.2,30.1,47.7,2140.0,1460.0,934.0
56.7,153.0,119.0,347.0,21.4,189.0,24.9,30.1,43.4,2230.0,1670.0,991.0
127.0,187.0,223.0,396.0,73.9,246.0,29.0,30.1,72.9,2530.0,1900.0,1140.0
74.7,216.0,170.0,489.0,35.9,258.0,27.6,34.0,47.7,2610.0,1820.0,952.0
58.4,169.0,140.0,424.0,20.5,235.0,26.9,34.0,37.8,2300.0,1430.0,831.0
48.9,137.0,119.0,361.0,16.1,204.0,27.6,30.1,32.0,2140.0,1320.0,785.0
43.2,124.0,119.0,330.0,15.3,178.0,18.9,27.3,31.4,1950.0,1260.0,780.0
43.2,118.0,123.0,299.0,14.5,151.0,14.3,26.3,31.4,1840.0,1280.0,800.0
44.6,124.0,119.0,299.0,27.1,178.0,23.6,26.3,28.7,1860.0,1300.0,848.0
55.1,124.0,111.0,289.0,15.3,169.0,23.6,25.4,42.6,2000.0,1460.0,904.0
41.1,127.0,100.0,287.0,13.7,182.0,21.8,25.4,28.7,1970.0,1330.0,734.0
36.4,116.0,76.4,272.0,16.1,178.0,22.4,23.5,25.7,1690.0,1080.0,581.0
33.3,103.0,68.5,236.0,15.3,169.0,25.6,22.5,25.7,1530.0,964.0,526.0
48.8,99.5,79.8,217.0,20.5,157.0,19.5,22.5,35.6,1430.0,910.0,514.0
55.1,135.0,96.8,252.0,13.7,149.0,18.9,22.5,51.4,1450.0,984.0,493.0
43.2,128.0,95.1,287.0,13.7,170.0,24.9,26.3,32.7,1410.0,900.0,458.0
43.2,110.0,96.8,260.0,14.5,151.0,21.2,27.3,33.4,1390.0,862.0,487.0
50.3,116.0,98.5,252.0,16.9,165.0,21.2,26.3,36.3,1460.0,939.0,687.0
61.9,134.0,113.0,269.0,14.5,165.0,22.4,26.3,46.0,1780.0,1270.0,754.0
65.4,138.0,117.0,299.0,16.1,161.0,24.3,26.3,34.8,1580.0,1040.0,529.0
87.4,150.0,113.0,309.0,30.9,184.0,24.3,26.3,71.7,1700.0,1180.0,664.0
94.4,159.0,119.0,323.0,28.9,194.0,24.3,25.4,54.3,1840.0,1220.0,550.0
105.0,179.0,123.0,345.0,27.0,180.0,26.9,26.3,44.3,1660.0,1040.0,493.0
89.4,195.0,123.0,369.0,23.2,192.0,26.9,28.2,39.3,1590.0,949.0,446.0
78.6,192.0,121.0,381.0,23.2,206.0,27.6,30.1,46.9,1620.0,944.0,446.0
63.6,169.0,117.0,366.0,17.8,194.0,28.3,31.1,43.4,1630.0,867.0,432.0
48.8,135.0,107.0,333.0,15.3,170.0,26.9,29.2,36.3,1540.0,848.0,397.0
47.4,120.0,81.5,289.0,22.3,161.0,18.9,25.4,31.4,1420.0,792.0,394.0
41.1,114.0,79.8,260.0,20.5,161.0,15.8,23.5,28.7,1410.0,801.0,387.0
37.1,118.0,79.8,250.0,18.7,175.0,20.6,22.5,27.4,1330.0,769.0,389.0
34.5,117.0,70.0,238.0,16.1,161.0,18.9,21.6,25.2,1290.0,765.0,384.0
32.7,102.0,65.5,224.0,18.7,165.0,18.4,21.6,24.6,1270.0,747.0,381.0
33.3,102.0,62.5,208.0,17.8,159.0,18.4,21.6,26.8,1260.0,756.0,408.0
90.4,123.0,73.0,205.0,16.1,146.0,21.2,25.4,60.5,1400.0,1000.0,532.0
65.4,153.0,90.0,250.0,14.5,134.0,20.0,40.0,54.3,1630.0,1170.0,523.0
46.7,130.0,98.5,274.0,14.5,148.0,18.9,37.0,51.4,1480.0,1020.0,418.0
37.2,118.0,81.5,267.0,16.9,154.0,20.0,35.0,36.4,1390.0,849.0,367.0
35.2,105.0,71.0,233.0,17.8,145.0,19.5,30.1,32.7,1290.0,769.0,361.0
47.4,118.0,70.0,217.0,16.9,149.0,22.4,29.2,32.7,1290.0,801.0,405.0
43.9,128.0,74.7,228.0,16.1,142.0,20.6,32.0,27.4,1290.0,815.0,397.0
35.2,113.0,64.0,226.0,16.1,118.0,19.5,32.0,25.2,1200.0,760.0,371.0
28.6,94.3,61.0,203.0,16.1,123.0,15.8,27.3,23.0,1170.0,733.0,402.0
29.2,99.5,61.0,189.0,12.3,131.0,12.4,24.4,24.1,1220.0,783.0,446.0
26.5,110.0,52.4,198.0,11.6,126.0,18.9,25.4,25.2,1280.0,848.0,458.0
25.9,107.0,52.4,189.0,16.9,126.0,20.0,26.3,25.2,1240.0,838.0,467.0
30.9,118.0,54.8,203.0,16.1,134.0,19.5,26.3,24.6,1310.0,905.0,493.0
35.2,113.0,54.8,210.0,16.1,134.0,21.2,27.3,21.9,1310.0,890.0,496.0
116.0,141.0,78.1,215.0,33.9,134.0,35.7,36.0,34.8,1430.0,984.0,672.0
177.0,306.0,153.0,361.0,40.9,230.0,44.3,42.0,92.1,2480.0,2060.0,931.0
86.4,259.0,174.0,509.0,18.7,258.0,51.5,41.0,48.6,2280.0,1520.0,603.0
53.5,195.0,130.0,424.0,15.3,219.0,29.0,40.0,35.6,1970.0,1040.0,490.0
74.7,151.0,117.0,352.0,15.3,206.0,26.3,34.0,44.3,1800.0,923.0,446.0
127.0,171.0,119.0,337.0,21.4,189.0,29.0,34.0,45.1,1740.0,958.0,427.0
146.0,255.0,179.0,381.0,71.7,214.0,31.9,36.0,152.0,2020.0,1350.0,581.0
89.4,224.0,161.0,499.0,27.0,255.0,35.7,36.0,100.0,2140.0,1340.0,424.0
158.0,202.0,179.0,434.0,32.9,224.0,31.1,34.0,139.0,2080.0,1250.0,481.0
90.4,216.0,176.0,464.0,17.8,216.0,24.3,32.0,80.2,2120.0,1270.0,424.0
61.9,182.0,151.0,426.0,16.1,207.0,24.3,32.0,61.6,1840.0,1010.0,371.0
54.3,148.0,126.0,357.0,15.3,194.0,24.9,34.0,63.7,1760.0,973.0,381.0
44.6,135.0,123.0,325.0,14.5,185.0,29.0,33.0,57.4,1780.0,1010.0,366.0
39.1,120.0,115.0,309.0,14.5,173.0,25.6,31.1,45.1,1560.0,874.0,344.0
32.7,105.0,93.4,269.0,13.0,159.0,25.6,29.2,38.6,1430.0,781.0,327.0
28.1,103.0,68.5,236.0,13.0,157.0,21.2,28.2,34.1,1320.0,736.0,313.0
30.9,98.2,67.0,210.0,13.0,143.0,15.3,26.3,34.1,1220.0,678.0,320.0
29.7,98.2,70.0,212.0,13.7,149.0,19.5,23.5,29.4,1230.0,726.0,332.0
27.0,94.3,65.5,196.0,16.1,142.0,17.3,23.5,26.8,1190.0,714.0,329.0
26.5,94.3,59.5,187.0,16.1,154.0,16.3,22.5,25.2,1180.0,691.0,320.0
106.0,210.0,119.0,384.0,19.6,260.0,39.0,44.0,103.0,2270.0,1330.0,629.0
90.0,330.0,121.0,496.0,27.0,276.0,51.5,39.8,96.6,2940.0,2080.0,850.0
71.3,315.0,121.0,550.0,38.9,331.0,43.4,38.8,85.1,2940.0,1880.0,667.0
63.4,252.0,119.0,496.0,39.9,293.0,28.3,46.1,79.0,2610.0,1470.0,563.0
56.0,222.0,117.0,446.0,31.9,273.0,31.1,35.6,71.1,2350.0,1250.0,505.0
56.8,199.0,119.0,406.0,27.0,264.0,30.4,31.5,61.6,2150.0,1150.0,458.0
50.0,181.0,119.0,381.0,27.0,248.0,29.7,29.5,57.8,2000.0,1060.0,427.0
50.0,171.0,117.0,361.0,27.0,230.0,29.0,30.5,53.2,1850.0,969.0,402.0
45.2,162.0,121.0,357.0,26.1,221.0,29.0,30.5,52.3,1730.0,915.0,376.0
50.7,151.0,119.0,340.0,25.1,218.0,21.8,29.5,57.8,1640.0,862.0,376.0
50.7,144.0,123.0,330.0,25.1,206.0,24.9,29.5,64.7,1660.0,890.0,389.0
64.3,171.0,123.0,340.0,28.9,194.0,25.6,28.5,87.6,1720.0,1000.0,430.0
56.8,171.0,125.0,359.0,26.1,216.0,26.9,27.5,66.8,1710.0,979.0,408.0
74.9,156.0,125.0,342.0,27.0,218.0,24.3,27.5,74.4,1760.0,994.0,505.0
84.3,168.0,119.0,340.0,28.0,199.0,25.6,27.5,83.8,1940.0,1230.0,682.0
90.0,177.0,123.0,359.0,22.3,197.0,24.9,25.5,92.7,2230.0,1550.0,912.0
69.5,189.0,121.0,374.0,21.4,185.0,18.9,25.5,87.6,2430.0,1770.0,982.0
78.6,177.0,121.0,354.0,26.1,194.0,18.9,24.5,79.0,2540.0,1850.0,1060.0
72.2,171.0,121.0,354.0,28.0,178.0,23.6,27.5,97.9,2640.0,1980.0,1170.0
84.3,174.0,149.0,352.0,28.9,207.0,24.9,32.5,107.0,2780.0,2120.0,1200.0
62.5,174.0,172.0,391.0,23.2,194.0,24.9,33.5,94.0,2780.0,2120.0,1070.0
60.8,156.0,144.0,379.0,25.1,190.0,18.4,31.5,79.0,2530.0,1830.0,1020.0
61.6,141.0,140.0,347.0,22.3,173.0,23.6,29.5,74.4,2510.0,1840.0,1070.0
60.8,144.0,140.0,340.0,19.6,170.0,18.9,27.5,71.1,2520.0,1890.0,1120.0
69.5,145.0,128.0,335.0,27.0,165.0,20.6,28.5,69.0,2540.0,1930.0,1160.0
57.6,148.0,159.0,349.0,26.1,165.0,18.9,27.5,58.7,2470.0,1870.0,1060.0
50.0,137.0,140.0,345.0,27.0,192.0,17.9,26.5,57.8,2320.0,1690.0,990.0
43.2,133.0,121.0,318.0,27.0,189.0,17.9,26.5,51.4,2230.0,1580.0,800.0
40.6,118.0,121.0,306.0,26.1,177.0,20.0,26.5,47.0,1920.0,1260.0,688.0
39.3,112.0,113.0,287.0,16.9,162.0,18.9,26.5,44.5,1740.0,1160.0,622.0
35.2,110.0,96.8,267.0,14.5,162.0,16.3,26.5,46.3,1630.0,1070.0,550.0
33.4,105.0,93.4,250.0,13.0,149.0,14.3,25.5,43.7,1510.0,984.0,520.0
50.0,109.0,104.0,255.0,17.8,161.0,20.0,26.5,83.8,1600.0,1040.0,496.0
147.0,165.0,149.0,297.0,43.9,214.0,23.6,29.5,111.0,1970.0,1420.0,560.0
69.5,199.0,151.0,431.0,21.4,233.0,24.9,31.5,69.0,1900.0,1240.0,496.0
50.7,166.0,121.0,366.0,16.9,209.0,26.9,31.5,55.0,1760.0,1040.0,458.0
44.5,112.0,117.0,325.0,13.7,192.0,28.3,30.5,57.8,1700.0,984.0,441.0
39.3,105.0,93.4,272.0,13.0,149.0,21.2,29.5,51.4,1560.0,944.0,400.0
41.2,114.0,95.1,260.0,17.8,140.0,15.8,25.5,48.7,1430.0,876.0,424.0
40.6,112.0,105.0,267.0,16.9,161.0,14.8,21.7,48.7,1470.0,939.0,478.0
41.9,110.0,109.0,269.0,18.7,148.0,16.8,20.0,53.2,1540.0,1040.0,575.0
43.2,110.0,102.0,264.0,21.4,153.0,18.9,21.7,62.6,1740.0,1260.0,744.0
37.5,107.0,102.0,260.0,17.8,153.0,18.9,23.5,55.0,1890.0,1370.0,727.0
33.4,101.0,100.0,252.0,15.3,148.0,21.8,24.5,42.9,1770.0,1250.0,632.0
43.2,93.0,88.3,252.0,15.3,137.0,23.0,25.5,54.1,1660.0,1140.0,597.0
57.6,112.0,111.0,240.0,16.1,130.0,21.8,26.5,50.5,1660.0,1170.0,613.0
83.3,127.0,117.0,277.0,29.9,146.0,36.5,28.5,72.2,1670.0,1180.0,651.0
70.4,153.0,121.0,304.0,25.1,190.0,41.6,34.6,88.8,2010.0,1460.0,569.0
52.9,134.0,123.0,311.0,17.8,187.0,31.1,34.6,60.6,1800.0,1160.0,508.0
39.1,124.0,119.0,299.0,14.5,177.0,25.6,31.5,52.3,1670.0,1030.0,478.0
33.9,105.0,95.1,267.0,14.5,170.0,22.4,27.5,50.5,1600.0,1010.0,532.0
33.9,98.2,83.2,231.0,17.8,156.0,17.9,22.5,101.0,1800.0,1280.0,727.0
32.1,102.0,100.0,226.0,14.5,153.0,16.3,23.5,97.9,1970.0,1440.0,710.0
29.2,114.0,100.0,248.0,14.5,148.0,20.6,25.5,72.2,1820.0,1320.0,655.0
27.5,89.4,86.6,231.0,16.9,140.0,20.6,25.5,58.7,1670.0,1170.0,623.0
27.0,83.4,78.1,205.0,19.6,140.0,20.0,24.5,54.1,1660.0,1180.0,677.0
25.9,84.6,76.4,201.0,23.2,161.0,20.0,22.5,54.1,1780.0,1330.0,778.0
24.9,76.2,78.1,198.0,19.6,151.0,20.0,21.7,48.7,1820.0,1360.0,744.0
43.2,77.4,88.3,194.0,18.7,132.0,17.3,21.7,75.6,2000.0,1680.0,926.0
33.4,101.0,96.8,217.0,19.6,123.0,14.8,20.0,57.8,1990.0,1590.0,743.0
28.1,90.6,100.0,228.0,18.7,153.0,18.4,19.2,59.7,1740.0,1300.0,660.0
25.5,82.3,76.4,217.0,16.9,148.0,18.9,18.3,56.9,1660.0,1200.0,569.0
23.9,79.8,70.0,185.0,16.1,132.0,16.8,18.3,51.4,1510.0,1080.0,550.0
24.9,82.2,68.5,196.0,16.1,148.0,17.9,20.8,49.6,1520.0,1080.0,613.0
22.9,77.4,68.5,185.0,16.1,140.0,19.5,18.3,42.9,1520.0,1100.0,587.0
23.9,79.8,71.0,180.0,15.3,109.0,17.3,17.5,42.9,1480.0,1120.0,687.0
22.9,93.0,76.4,189.0,15.3,123.0,13.8,18.3,41.4,1600.0,1210.0,677.0
40.4,95.6,93.4,217.0,16.1,125.0,19.5,20.0,42.9,1530.0,1140.0,648.0
61.9,137.0,115.0,243.0,15.3,140.0,25.6,18.3,62.6,1650.0,1260.0,744.0
37.1,121.0,88.3,284.0,16.1,140.0,21.2,19.2,41.7,1720.0,1230.0,625.0
29.7,98.2,78.1,221.0,16.1,137.0,17.3,20.8,37.8,1550.0,1040.0,514.0
24.4,94.3,73.0,208.0,16.1,131.0,17.3,20.8,34.1,1420.0,934.0,481.0
21.0,82.2,61.0,189.0,16.1,115.0,14.3,18.3,33.4,1310.0,885.0,475.0
20.5,72.6,53.6,165.0,16.1,109.0,11.5,18.3,32.7,1260.0,871.0,487.0
19.7,75.0,53.6,158.0,16.1,118.0,15.8,20.0,30.7,1260.0,885.0,499.0
20.1,76.2,59.5,162.0,16.1,115.0,14.3,18.3,32.0,1240.0,871.0,484.0
28.1,79.8,73.0,176.0,17.8,113.0,11.5,17.5,54.3,1380.0,1040.0,638.0
23.4,78.6,70.0,187.0,16.9,136.0,14.3,17.5,40.1,1510.0,1120.0,600.0
33.9,77.4,62.5,176.0,16.9,132.0,16.8,16.7,75.3,1490.0,1120.0,569.0
29.2,91.8,61.0,176.0,16.9,120.0,17.9,15.8,53.3,1570.0,1170.0,517.0
24.9,85.8,68.5,185.0,16.1,108.0,13.3,15.8,40.9,1290.0,929.0,455.0
28.6,75.0,68.5,182.0,16.9,108.0,16.3,17.5,35.6,1240.0,867.0,446.0
50.3,94.3,67.0,180.0,17.8,120.0,14.8,17.5,45.1,1260.0,890.0,441.0
33.3,106.0,67.0,205.0,16.9,130.0,14.8,15.8,35.6,1250.0,858.0,421.0
28.1,93.0,61.0,196.0,16.9,130.0,14.3,16.7,31.4,1180.0,774.0,394.0
23.4,79.8,45.2,180.0,16.9,114.0,18.4,16.7,29.4,1130.0,738.0,387.0
21.9,75.0,40.4,158.0,16.9,113.0,23.0,15.8,26.8,1120.0,729.0,379.0
22.4,70.2,40.4,145.0,16.9,97.8,17.9,15.8,24.5,1060.0,716.0,376.0
20.5,70.2,38.0,143.0,17.8,109.0,17.3,17.5,22.7,1080.0,738.0,405.0
18.9,75.0,39.2,145.0,17.8,118.0,15.8,16.7,23.3,1100.0,747.0,392.0
18.1,69.0,45.2,145.0,17.8,101.0,15.3,15.8,20.9,1060.0,720.0,379.0
17.7,64.6,50.0,143.0,17.8,103.0,14.3,15.0,19.7,1020.0,694.0,369.0
72.9,155.0,98.5,323.0,15.3,175.0,13.8,18.3,44.6,1720.0,1020.0,572.0
62.7,140.0,79.8,276.0,14.4,170.0,10.3,16.7,42.9,1590.0,915.0,511.0
64.5,134.0,65.5,258.0,13.5,151.0,9.5,18.3,41.4,1450.0,824.0,467.0
75.7,142.0,88.3,253.0,14.4,146.0,8.76,16.7,42.9,1360.0,778.0,458.0
