GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0
0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0
0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0
0.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,0.0
0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0
0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0
1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0
0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0
0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0
0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0
0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0
0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0
0.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0
0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0
0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,1.0
0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0
0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0
0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0
0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0
0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0
0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0
0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0
0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,1.0
0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0
0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0
0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0
1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0
0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0
0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0
0.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,3.0,2.0
0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0
0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0
0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0
1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0
0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0
0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0
0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0
0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,3.0,0.0
0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0
0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0
1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0
0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0
0.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0
0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0
0.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0
0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0
0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0
0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0
0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0
0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0
0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0
0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0
0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0
0.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0
0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,3.0,0.0
0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0
0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,1.0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0
0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0
0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0
0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0
0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0
0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0
0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0
0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0
0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0
0.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0
0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0
0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0
0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0
0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0
0.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0
